date,type,subtype,sidereal_long,sign,deg_in_sign,nakshatra,pada,visible_from_bhubaneswar
1900-05-28 14:53,Solar,Total+Central,44.3169,Taurus,14.3169,Rohini,2,N
1900-06-13 03:27,Lunar,Penumbral,239.0771,Scorpio,29.0771,Jyeshtha,4,?
1900-11-22 07:19,Solar,Annular+Central,217.0820,Scorpio,7.0820,Anuradha,2,N
1900-12-06 10:26,Lunar,Penumbral,51.2942,Taurus,21.2942,Rohini,4,?
1901-05-03 18:30,Lunar,Penumbral,200.2146,Libra,20.2146,Vishakha,1,?
1901-05-18 05:33,Solar,Total+Central,34.0878,Taurus,4.0878,Krittika,3,Y
1901-10-27 15:15,Lunar,Partial,11.1117,Aries,11.1117,Ashwini,4,?
1901-11-11 07:28,Solar,Annular+Central,205.7327,Libra,25.7327,Vishakha,2,Y
1902-04-08 14:04,Solar,Partial+Non-Central,355.3104,Pisces,25.3104,Revati,3,N
1902-04-22 18:52,Lunar,Total,189.2270,Libra,9.2270,Swati,1,?
1902-05-07 22:34,Solar,Partial+Non-Central,23.9128,Aries,23.9128,Bharani,4,N
1902-10-17 06:03,Lunar,Total,0.4544,Aries,0.4544,Ashwini,1,?
1902-10-31 08:00,Solar,Partial+Non-Central,194.4650,Libra,14.4650,Swati,3,Y
1903-03-29 01:35,Solar,Annular+Central,344.6902,Pisces,14.6902,Uttara Bhadrapada,4,Y
1903-04-12 00:12,Lunar,Partial,178.3708,Virgo,28.3708,Chitra,2,?
1903-09-21 04:39,Solar,Total+Central,154.5063,Virgo,4.5063,Uttara Phalguni,3,N
1903-10-06 15:17,Lunar,Partial,349.6250,Pisces,19.6250,Revati,1,?
1904-03-02 03:02,Lunar,Penumbral,138.7479,Leo,18.7479,Purva Phalguni,2,?
1904-03-17 05:40,Solar,Annular+Central,333.6998,Pisces,3.6998,Uttara Bhadrapada,1,Y
1904-03-31 12:32,Lunar,Penumbral,167.7387,Virgo,17.7387,Hasta,3,?
1904-09-09 20:44,Solar,Total+Central,144.1805,Leo,24.1805,Purva Phalguni,4,N
1904-09-24 17:34,Lunar,Penumbral,338.5822,Pisces,8.5822,Uttara Bhadrapada,2,?
1905-02-19 19:00,Lunar,Partial,128.0375,Leo,8.0375,Magha,3,?
1905-03-06 05:12,Solar,Annular+Central,322.4456,Aquarius,22.4456,Purva Bhadrapada,1,N
1905-08-15 03:40,Lunar,Partial,299.1668,Capricorn,29.1668,Dhanishta,2,?
1905-08-30 13:07,Solar,Total+Central,133.9292,Leo,13.9292,Purva Phalguni,1,N
1906-02-09 07:46,Lunar,Total,117.1396,Cancer,27.1396,Ashlesha,4,?
1906-02-23 07:43,Solar,Partial+Non-Central,311.2544,Aquarius,11.2544,Shatabhisha,2,N
1906-07-21 13:14,Solar,Partial+Non-Central,95.2897,Cancer,5.2897,Pushya,1,N
1906-08-04 13:00,Lunar,Total,288.6693,Capricorn,18.6693,Shravana,3,?
1906-08-20 01:12,Solar,Partial+Non-Central,123.5539,Leo,3.5539,Magha,2,N
1907-01-14 06:05,Solar,Total+Central,270.3829,Capricorn,0.3829,Uttara Ashadha,2,Y
1907-01-29 13:37,Lunar,Partial,105.9075,Cancer,15.9075,Pushya,4,?
1907-07-10 15:24,Solar,Annular+Central,84.6412,Gemini,24.6412,Punarvasu,2,N
1907-07-25 04:22,Lunar,Partial,278.4459,Capricorn,8.4459,Uttara Ashadha,4,?
1908-01-03 21:45,Solar,Total+Central,259.5741,Sagittarius,19.5741,Purva Ashadha,2,N
1908-01-18 13:21,Lunar,Penumbral,94.3869,Cancer,4.3869,Pushya,1,?
1908-06-14 14:06,Lunar,Penumbral,240.6069,Sagittarius,0.6069,Moola,1,?
1908-06-28 16:29,Solar,Annular+Central,73.9509,Gemini,13.9509,Ardra,3,N
1908-07-13 21:33,Lunar,Penumbral,268.3178,Sagittarius,28.3178,Uttara Ashadha,1,?
1908-12-07 21:54,Lunar,Penumbral,52.9438,Taurus,22.9438,Rohini,4,?
1908-12-23 11:44,Solar,Annular-Total+Central,248.7007,Sagittarius,8.7007,Moola,3,N
1909-06-04 01:28,Lunar,Total,230.2258,Scorpio,20.2258,Jyeshtha,2,?
1909-06-17 23:18,Solar,Annular-Total+Central,63.4832,Gemini,3.4832,Mrigashira,4,N
1909-11-27 08:54,Lunar,Total,41.9242,Taurus,11.9242,Rohini,1,?
1909-12-12 19:44,Solar,Partial+Non-Central,237.5808,Scorpio,27.5808,Jyeshtha,4,N
1910-05-09 05:42,Solar,Total+Central,25.1160,Aries,25.1160,Bharani,4,N
1910-05-24 05:34,Lunar,Total,219.5271,Scorpio,9.5271,Anuradha,2,?
1910-11-02 02:08,Solar,Partial+Non-Central,196.1747,Libra,16.1747,Swati,3,N
1910-11-17 00:20,Lunar,Total,31.1323,Taurus,1.1323,Krittika,2,?
1911-04-28 22:27,Solar,Total+Central,14.8854,Aries,14.8854,Bharani,1,N
1911-05-13 05:56,Lunar,Penumbral,208.6404,Libra,28.6404,Vishakha,3,?
1911-10-22 04:12,Solar,Annular+Central,185.0213,Libra,5.0213,Chitra,4,Y
1911-11-06 15:36,Lunar,Penumbral,20.3817,Aries,20.3817,Bharani,3,?
1912-04-01 22:13,Lunar,Partial,169.2739,Virgo,19.2739,Hasta,3,?
1912-04-17 11:34,Solar,Annular-Total+Central,4.4545,Aries,4.4545,Ashwini,2,N
1912-09-26 11:44,Lunar,Partial,340.4536,Pisces,10.4536,Uttara Bhadrapada,3,?
1912-10-10 13:35,Solar,Total+Central,174.2369,Virgo,24.2369,Chitra,1,N
1913-03-22 11:57,Lunar,Total,158.6388,Virgo,8.6388,Uttara Phalguni,4,?
1913-04-06 17:32,Solar,Partial+Non-Central,353.6645,Pisces,23.6645,Revati,3,N
1913-08-31 20:51,Solar,Partial+Non-Central,135.1614,Leo,15.1614,Purva Phalguni,1,N
1913-09-15 12:48,Lunar,Total,329.4248,Aquarius,29.4248,Purva Bhadrapada,3,?
1913-09-30 04:45,Solar,Partial+Non-Central,163.7635,Virgo,13.7635,Hasta,2,N
1914-02-25 00:12,Solar,Annular+Central,312.9038,Aquarius,12.9038,Shatabhisha,2,N
1914-03-12 04:12,Lunar,Partial,148.0434,Leo,28.0434,Uttara Phalguni,1,?
1914-08-21 12:34,Solar,Total+Central,124.9255,Leo,4.9255,Magha,2,N
1914-09-04 13:54,Lunar,Partial,318.4587,Aquarius,18.4587,Shatabhisha,4,?
1915-01-31 04:57,Lunar,Penumbral,107.7144,Cancer,17.7144,Ashlesha,1,?
1915-02-14 04:33,Solar,Annular+Central,301.7375,Aquarius,1.7375,Dhanishta,3,N
1915-03-01 18:19,Lunar,Penumbral,137.3033,Leo,17.3033,Purva Phalguni,2,?
1915-07-26 12:24,Lunar,Penumbral,279.8714,Capricorn,9.8714,Uttara Ashadha,4,?
1915-08-10 22:52,Solar,Annular+Central,114.5196,Cancer,24.5196,Ashlesha,3,N
1915-08-24 21:26,Lunar,Penumbral,307.8111,Aquarius,7.8111,Shatabhisha,1,?
1916-01-20 08:39,Lunar,Partial,96.3667,Cancer,6.3667,Pushya,1,?
1916-02-03 16:00,Solar,Total+Central,290.8214,Capricorn,20.8214,Shravana,4,N
1916-07-15 04:45,Lunar,Partial,269.7072,Sagittarius,29.7072,Uttara Ashadha,1,?
1916-07-30 02:05,Solar,Annular+Central,103.8650,Cancer,13.8650,Pushya,4,N
1916-12-24 20:45,Solar,Partial+Non-Central,250.0495,Sagittarius,10.0495,Moola,4,N
1917-01-08 07:44,Lunar,Total,84.8062,Gemini,24.8062,Punarvasu,2,?
1917-01-23 07:28,Solar,Partial+Non-Central,280.0463,Capricorn,10.0463,Shravana,1,N
1917-06-19 13:16,Solar,Partial+Non-Central,64.9457,Gemini,4.9457,Mrigashira,4,N
1917-07-04 21:38,Lunar,Total,259.5685,Sagittarius,19.5685,Purva Ashadha,2,?
1917-07-19 02:42,Solar,Partial+Non-Central,93.1346,Cancer,3.1346,Punarvasu,4,N
1917-12-14 09:26,Solar,Annular+Central,239.1245,Scorpio,29.1245,Jyeshtha,4,N
1917-12-28 09:46,Lunar,Total,73.3538,Gemini,13.3538,Ardra,3,?
1918-06-08 22:07,Solar,Total+Central,54.5478,Taurus,24.5478,Mrigashira,1,N
1918-06-24 10:27,Lunar,Partial,249.2748,Sagittarius,9.2748,Moola,3,?
1918-12-03 15:21,Solar,Annular+Central,227.9375,Scorpio,17.9375,Jyeshtha,1,N
1918-12-17 19:05,Lunar,Penumbral,62.2177,Gemini,2.2177,Mrigashira,3,?
1919-05-15 01:13,Lunar,Penumbral,210.5253,Scorpio,0.5253,Vishakha,4,?
1919-05-29 13:08,Solar,Total+Central,44.3679,Taurus,14.3679,Rohini,2,N
1919-11-07 23:44,Lunar,Partial,21.8717,Aries,21.8717,Bharani,3,?
1919-11-22 15:13,Solar,Annular+Central,216.5340,Scorpio,6.5340,Anuradha,1,N
1920-05-03 01:50,Lunar,Total,199.6061,Libra,19.6061,Swati,4,?
1920-05-18 06:14,Solar,Partial+Non-Central,34.2394,Taurus,4.2394,Krittika,3,N
1920-10-27 14:11,Lunar,Total,11.1342,Aries,11.1342,Ashwini,4,?
1920-11-10 15:51,Solar,Partial+Non-Central,205.2111,Libra,25.2111,Vishakha,2,N
1921-04-08 09:14,Solar,Annular+Central,355.2360,Pisces,25.2360,Revati,3,N
1921-04-22 07:44,Lunar,Total,188.8320,Libra,8.8320,Swati,1,?
1921-10-01 12:35,Solar,Total+Central,165.0189,Virgo,15.0189,Hasta,2,N
1921-10-16 22:53,Lunar,Partial,0.2223,Aries,0.2223,Ashwini,1,?
1922-03-13 11:28,Lunar,Penumbral,149.4823,Leo,29.4823,Uttara Phalguni,1,?
1922-03-28 13:05,Solar,Annular+Central,344.2996,Pisces,14.2996,Uttara Bhadrapada,4,N
1922-04-11 20:31,Lunar,Penumbral,178.2789,Virgo,28.2789,Chitra,2,?
1922-09-21 04:40,Solar,Total+Central,154.6321,Virgo,4.6321,Uttara Phalguni,3,Y
1922-10-06 00:43,Lunar,Penumbral,349.0935,Pisces,19.0935,Revati,1,?
1923-03-03 03:31,Lunar,Partial,138.8395,Leo,18.8395,Purva Phalguni,2,?
1923-03-17 12:44,Solar,Annular+Central,333.1262,Pisces,3.1262,Purva Bhadrapada,4,N
1923-08-26 10:39,Lunar,Partial,309.4549,Aquarius,9.4549,Shatabhisha,1,?
1923-09-10 20:47,Solar,Total+Central,144.3097,Leo,24.3097,Purva Phalguni,4,N
1924-02-20 16:08,Lunar,Total,127.9850,Leo,7.9850,Magha,3,?
1924-03-05 15:44,Solar,Partial+Non-Central,322.0175,Aquarius,22.0175,Purva Bhadrapada,1,N
1924-07-31 19:57,Solar,Partial+Non-Central,105.4842,Cancer,15.4842,Pushya,4,N
1924-08-14 20:20,Lunar,Total,298.9314,Capricorn,28.9314,Dhanishta,2,?
1924-08-30 08:22,Solar,Partial+Non-Central,133.8619,Leo,13.8619,Purva Phalguni,1,N
1925-01-24 14:53,Solar,Total+Central,281.3293,Capricorn,11.3293,Shravana,1,N
1925-02-08 21:42,Lunar,Partial,116.7837,Cancer,26.7837,Ashlesha,4,?
1925-07-20 21:48,Solar,Annular+Central,94.8010,Cancer,4.8010,Pushya,1,N
1925-08-04 11:52,Lunar,Partial,288.6820,Capricorn,18.6820,Shravana,3,?
1926-01-14 06:36,Solar,Total+Central,270.5343,Capricorn,0.5343,Uttara Ashadha,2,Y
1926-01-28 21:20,Lunar,Penumbral,105.2888,Cancer,15.2888,Pushya,4,?
1926-06-25 21:24,Lunar,Penumbral,250.8201,Sagittarius,10.8201,Moola,4,?
1926-07-09 23:05,Solar,Annular+Central,84.1209,Gemini,24.1209,Punarvasu,2,N
1926-07-25 04:59,Lunar,Penumbral,278.5391,Capricorn,8.5391,Uttara Ashadha,4,?
1926-12-19 06:19,Lunar,Penumbral,63.8582,Gemini,3.8582,Mrigashira,4,?
1927-01-03 20:22,Solar,Annular-Total+Central,259.6445,Sagittarius,19.6445,Purva Ashadha,2,N
1927-06-15 08:24,Lunar,Total,240.4458,Sagittarius,0.4458,Moola,1,?
1927-06-29 06:23,Solar,Total+Central,73.6796,Gemini,13.6796,Ardra,3,N
1927-12-08 17:34,Lunar,Total,52.8226,Taurus,22.8226,Rohini,4,?
1927-12-24 03:59,Solar,Partial+Non-Central,248.4987,Sagittarius,8.4987,Moola,3,N
1928-05-19 13:23,Solar,Total+Non-Central,35.4450,Taurus,5.4450,Krittika,3,N
1928-06-03 12:09,Lunar,Total,229.7615,Scorpio,19.7615,Jyeshtha,1,?
1928-06-17 20:27,Solar,Partial+Non-Central,63.5010,Gemini,3.5010,Mrigashira,4,N
1928-11-12 09:48,Solar,Partial+Non-Central,206.9171,Libra,26.9171,Vishakha,3,Y
1928-11-27 09:01,Lunar,Total,41.9900,Taurus,11.9900,Rohini,1,?
1929-05-09 06:10,Solar,Total+Central,25.2584,Aries,25.2584,Bharani,4,Y
1929-05-23 12:37,Lunar,Penumbral,218.9128,Scorpio,8.9128,Anuradha,2,?
1929-11-01 12:04,Solar,Annular+Central,195.7169,Libra,15.7169,Swati,3,N
1929-11-17 00:02,Lunar,Penumbral,31.1856,Taurus,1.1856,Krittika,2,?
1930-04-13 05:58,Lunar,Partial,179.7914,Virgo,29.7914,Chitra,2,?
1930-04-28 19:03,Solar,Annular-Total+Central,14.8678,Aries,14.8678,Bharani,1,N
1930-10-07 19:06,Lunar,Partial,350.9875,Pisces,20.9875,Revati,2,?
1930-10-21 21:43,Solar,Total+Central,184.8824,Libra,4.8824,Chitra,4,N
1931-04-02 20:07,Lunar,Total,169.2442,Virgo,19.2442,Hasta,3,?
1931-04-18 00:45,Solar,Partial+Non-Central,4.1362,Aries,4.1362,Ashwini,2,N
1931-09-12 04:40,Solar,Partial+Non-Central,145.5574,Leo,25.5574,Purva Phalguni,4,N
1931-09-26 19:48,Lunar,Total,339.8732,Pisces,9.8732,Uttara Bhadrapada,2,?
1931-10-11 12:55,Solar,Partial+Non-Central,174.3410,Virgo,24.3410,Chitra,1,N
1932-03-07 07:55,Solar,Annular+Central,323.6370,Aquarius,23.6370,Purva Bhadrapada,2,N
1932-03-22 12:32,Lunar,Partial,158.7196,Virgo,8.7196,Uttara Phalguni,4,?
1932-08-31 20:03,Solar,Total+Central,135.2532,Leo,15.2532,Purva Phalguni,1,N
1932-09-14 21:00,Lunar,Partial,328.8468,Aquarius,28.8468,Purva Bhadrapada,3,?
1933-02-10 13:17,Lunar,Penumbral,118.5930,Cancer,28.5930,Ashlesha,4,?
1933-02-24 12:46,Solar,Annular+Central,312.5513,Aquarius,12.5513,Shatabhisha,2,N
1933-03-12 02:32,Lunar,Penumbral,148.0372,Leo,28.0372,Uttara Phalguni,1,?
1933-08-05 19:45,Lunar,Penumbral,290.0987,Capricorn,20.0987,Shravana,4,?
1933-08-21 05:48,Solar,Annular+Central,124.7750,Leo,4.7750,Magha,2,Y
1933-09-04 04:51,Lunar,Penumbral,318.1524,Aquarius,18.1524,Shatabhisha,4,?
1934-01-30 16:42,Lunar,Partial,107.2689,Cancer,17.2689,Ashlesha,1,?
1934-02-14 00:38,Solar,Total+Central,301.7009,Aquarius,1.7009,Dhanishta,3,N
1934-07-26 12:15,Lunar,Partial,279.9266,Capricorn,9.9266,Uttara Ashadha,4,?
1934-08-10 08:37,Solar,Annular+Central,114.0733,Cancer,24.0733,Ashlesha,3,N
1935-01-05 05:35,Solar,Partial+Non-Central,261.0075,Sagittarius,21.0075,Purva Ashadha,3,N
1935-01-19 15:47,Lunar,Total,95.7252,Cancer,5.7252,Pushya,1,?
1935-02-03 16:15,Solar,Partial+Non-Central,290.9652,Capricorn,20.9652,Shravana,4,N
1935-06-30 19:59,Solar,Partial+Non-Central,75.1217,Gemini,15.1217,Ardra,3,N
1935-07-16 04:59,Lunar,Total,269.7744,Sagittarius,29.7744,Uttara Ashadha,1,?
1935-07-30 09:16,Solar,Partial+Non-Central,103.3193,Cancer,13.3193,Pushya,3,N
1935-12-25 17:59,Solar,Annular+Central,250.0636,Sagittarius,10.0636,Moola,4,N
1936-01-08 18:09,Lunar,Total,84.2987,Gemini,24.2987,Punarvasu,2,?
1936-06-19 05:20,Solar,Total+Central,64.7576,Gemini,4.7576,Mrigashira,4,N
1936-07-04 17:25,Lunar,Partial,259.4612,Sagittarius,19.4612,Purva Ashadha,2,?
1936-12-13 23:27,Solar,Annular+Central,238.8306,Scorpio,28.8306,Jyeshtha,4,N
1936-12-28 03:48,Lunar,Penumbral,73.1672,Gemini,13.1672,Ardra,2,?
1937-05-25 07:51,Lunar,Penumbral,220.7937,Scorpio,10.7937,Anuradha,3,?
1937-06-08 20:40,Solar,Total+Central,54.6157,Taurus,24.6157,Mrigashira,1,N
1937-11-18 08:19,Lunar,Partial,32.6851,Taurus,2.6851,Krittika,2,?
1937-12-02 23:05,Solar,Annular+Central,227.3794,Scorpio,17.3794,Jyeshtha,1,N
1938-05-14 08:43,Lunar,Total,209.9313,Libra,29.9313,Vishakha,3,?
1938-05-29 13:49,Solar,Total+Central,44.5231,Taurus,14.5231,Rohini,2,N
1938-11-07 22:26,Lunar,Total,21.8799,Aries,21.8799,Bharani,3,?
1938-11-21 23:52,Solar,Partial+Non-Central,216.0146,Scorpio,6.0146,Anuradha,1,N
1939-04-19 16:45,Solar,Annular+Central,5.7200,Aries,5.7200,Ashwini,2,N
1939-05-03 15:11,Lunar,Total,199.2419,Libra,19.2419,Swati,4,?
1939-10-12 20:40,Solar,Total+Central,175.5974,Virgo,25.5974,Chitra,1,N
1939-10-28 06:36,Lunar,Partial,10.8793,Aries,10.8793,Ashwini,4,?
1940-03-23 19:47,Lunar,Penumbral,160.1534,Virgo,10.1534,Hasta,1,?
1940-04-07 20:20,Solar,Annular+Central,354.8360,Pisces,24.8360,Revati,3,N
1940-04-22 04:25,Lunar,Penumbral,188.7626,Libra,8.7626,Swati,1,?
1940-10-01 12:43,Solar,Total+Central,165.1498,Virgo,15.1498,Hasta,2,N
1940-10-16 08:00,Lunar,Penumbral,359.6715,Pisces,29.6715,Revati,4,?
1941-03-13 11:55,Lunar,Partial,149.5698,Leo,29.5698,Uttara Phalguni,1,?
1941-03-27 20:07,Solar,Annular+Central,343.7280,Pisces,13.7280,Uttara Bhadrapada,4,N
1941-09-05 17:46,Lunar,Partial,319.7983,Aquarius,19.7983,Shatabhisha,4,?
1941-09-21 04:33,Solar,Total+Central,154.7555,Virgo,4.7555,Uttara Phalguni,3,Y
1942-03-03 00:21,Lunar,Total,138.7621,Leo,18.7621,Purva Phalguni,2,?
1942-03-16 23:36,Solar,Partial+Non-Central,332.7020,Pisces,2.7020,Purva Bhadrapada,4,N
1942-08-12 02:44,Solar,Partial+Non-Central,115.7140,Cancer,25.7140,Ashlesha,3,N
1942-08-26 03:47,Lunar,Total,309.2465,Aquarius,9.2465,Shatabhisha,1,?
1942-09-10 15:38,Solar,Partial+Non-Central,144.2357,Leo,24.2357,Purva Phalguni,4,N
1943-02-04 23:37,Solar,Total+Central,292.2342,Capricorn,22.2342,Shravana,4,N
1943-02-20 05:38,Lunar,Partial,127.5995,Leo,7.5995,Magha,3,?
1943-08-01 04:15,Solar,Annular+Central,104.9878,Cancer,14.9878,Pushya,4,N
1943-08-15 19:28,Lunar,Partial,298.9612,Capricorn,28.9612,Dhanishta,2,?
1944-01-25 15:26,Solar,Total+Central,281.4781,Capricorn,11.4781,Shravana,1,N
1944-02-09 05:14,Lunar,Penumbral,116.1557,Cancer,26.1557,Ashlesha,3,?
1944-07-06 04:39,Lunar,Penumbral,261.0121,Sagittarius,21.0121,Purva Ashadha,3,?
1944-07-20 05:42,Solar,Annular+Central,94.2862,Cancer,4.2862,Pushya,1,Y
1944-08-04 12:26,Lunar,Penumbral,288.7700,Capricorn,18.7700,Shravana,3,?
1944-12-29 14:49,Lunar,Penumbral,74.8017,Gemini,14.8017,Ardra,3,?
1945-01-14 05:01,Solar,Annular+Central,270.5974,Capricorn,0.5974,Uttara Ashadha,2,N
1945-06-25 15:13,Lunar,Partial,250.6291,Sagittarius,10.6291,Moola,4,?
1945-07-09 13:27,Solar,Total+Central,83.8562,Gemini,23.8562,Punarvasu,2,N
1945-12-19 02:20,Lunar,Total,63.7613,Gemini,3.7613,Mrigashira,4,?
1946-01-03 12:15,Solar,Partial+Non-Central,259.4371,Sagittarius,19.4371,Purva Ashadha,2,N
1946-05-30 20:59,Solar,Partial+Non-Central,45.7165,Taurus,15.7165,Rohini,2,N
1946-06-14 18:38,Lunar,Total,239.9521,Scorpio,29.9521,Jyeshtha,4,?
1946-06-29 03:51,Solar,Partial+Non-Central,73.6970,Gemini,13.6970,Ardra,3,N
1946-11-23 17:36,Solar,Partial+Non-Central,217.7256,Scorpio,7.7256,Anuradha,2,N
1946-12-08 17:48,Lunar,Total,52.8990,Taurus,22.8990,Rohini,4,?
1947-05-20 13:47,Solar,Total+Central,35.5848,Taurus,5.5848,Krittika,3,N
1947-06-03 19:15,Lunar,Partial,229.1511,Scorpio,19.1511,Jyeshtha,1,?
1947-11-12 20:05,Solar,Annular+Central,206.4706,Libra,26.4706,Vishakha,2,N
1947-11-28 08:34,Lunar,Penumbral,42.0367,Taurus,12.0367,Rohini,1,?
1948-04-23 13:38,Lunar,Partial,190.2615,Libra,10.2615,Swati,2,?
1948-05-09 02:25,Solar,Annular-Total+Central,25.2370,Aries,25.2370,Bharani,4,Y
1948-10-18 02:35,Lunar,Penumbral,1.5792,Aries,1.5792,Ashwini,1,?
1948-11-01 05:58,Solar,Total+Central,195.5873,Libra,15.5873,Swati,3,N
1949-04-13 04:10,Lunar,Total,179.7867,Virgo,29.7867,Chitra,2,?
1949-04-28 07:48,Solar,Partial+Non-Central,14.5443,Aries,14.5443,Bharani,1,N
1949-10-07 02:56,Lunar,Total,350.3848,Pisces,20.3848,Revati,2,?
1949-10-21 21:12,Solar,Partial+Non-Central,184.9846,Libra,4.9846,Chitra,4,N
1950-03-18 15:31,Solar,Annular+Non-Central,334.3100,Pisces,4.3100,Uttara Bhadrapada,1,N
1950-04-02 20:44,Lunar,Total,169.3307,Virgo,19.3307,Hasta,3,?
1950-09-12 03:38,Solar,Total+Central,145.6429,Leo,25.6429,Purva Phalguni,4,N
1950-09-26 04:16,Lunar,Total,339.3049,Pisces,9.3049,Uttara Bhadrapada,2,?
1951-03-07 20:53,Solar,Annular+Central,323.3021,Aquarius,23.3021,Purva Bhadrapada,1,N
1951-03-23 10:37,Lunar,Penumbral,158.7027,Virgo,8.7027,Uttara Phalguni,4,?
1951-08-17 03:14,Lunar,Penumbral,300.3778,Aquarius,0.3778,Dhanishta,3,?
1951-09-01 12:51,Solar,Annular+Central,135.0917,Leo,15.0917,Purva Phalguni,1,N
1951-09-15 12:26,Lunar,Penumbral,328.5637,Aquarius,28.5637,Purva Bhadrapada,3,?
1952-02-11 00:39,Lunar,Partial,118.1292,Cancer,28.1292,Ashlesha,4,?
1952-02-25 09:11,Solar,Total+Central,312.5271,Aquarius,12.5271,Shatabhisha,2,Y
1952-08-05 19:47,Lunar,Partial,290.1701,Capricorn,20.1701,Shravana,4,?
1952-08-20 15:13,Solar,Annular+Central,124.3182,Leo,4.3182,Magha,2,N
1953-01-29 23:47,Lunar,Total,106.6203,Cancer,16.6203,Pushya,4,?
1953-02-14 00:58,Solar,Partial+Non-Central,301.8423,Aquarius,1.8423,Dhanishta,3,N
1953-07-11 02:43,Solar,Partial+Non-Central,85.2914,Gemini,25.2914,Punarvasu,2,N
1953-07-26 12:20,Lunar,Total,279.9906,Capricorn,9.9906,Uttara Ashadha,4,?
1953-08-09 15:54,Solar,Partial+Non-Central,113.5318,Cancer,23.5318,Ashlesha,3,N
1954-01-05 02:31,Solar,Annular+Central,261.0062,Sagittarius,21.0062,Purva Ashadha,3,N
1954-01-19 02:31,Lunar,Total,95.2273,Cancer,5.2273,Pushya,1,?
1954-06-30 12:32,Solar,Total+Central,74.9475,Gemini,14.9475,Ardra,3,N
1954-07-16 00:20,Lunar,Partial,269.6468,Sagittarius,29.6468,Uttara Ashadha,1,?
1954-12-25 07:36,Solar,Annular+Central,249.7478,Sagittarius,9.7478,Moola,3,N
1955-01-08 12:32,Lunar,Penumbral,84.1203,Gemini,24.1203,Punarvasu,2,?
1955-06-05 14:22,Lunar,Penumbral,231.0192,Scorpio,21.0192,Jyeshtha,2,?
1955-06-20 04:10,Solar,Total+Central,64.8369,Gemini,4.8369,Mrigashira,4,Y
1955-11-29 16:59,Lunar,Partial,43.5503,Taurus,13.5503,Rohini,2,?
1955-12-14 07:01,Solar,Annular+Central,238.2627,Scorpio,28.2627,Jyeshtha,4,Y
1956-05-24 15:31,Lunar,Partial,220.2059,Scorpio,10.2059,Anuradha,3,?
1956-06-08 21:20,Solar,Total+Central,54.7669,Taurus,24.7669,Mrigashira,1,N
1956-11-18 06:47,Lunar,Total,32.6883,Taurus,2.6883,Krittika,2,?
1956-12-02 08:00,Solar,Partial+Non-Central,226.8745,Scorpio,16.8745,Jyeshtha,1,Y
1957-04-30 00:04,Solar,Annular+Non-Central,16.1226,Aries,16.1226,Bharani,1,N
1957-05-13 22:30,Lunar,Total,209.5779,Libra,29.5779,Vishakha,3,?
1957-10-23 04:53,Solar,Total+Non-Central,186.2515,Libra,6.2515,Chitra,4,N
1957-11-07 14:26,Lunar,Total,21.6104,Aries,21.6104,Bharani,3,?
1958-04-04 03:59,Lunar,Penumbral,170.7548,Virgo,20.7548,Hasta,4,?
1958-04-19 03:26,Solar,Annular+Central,5.2986,Aries,5.2986,Ashwini,2,Y
1958-05-03 12:12,Lunar,Partial,199.1769,Libra,19.1769,Swati,4,?
1958-10-12 20:54,Solar,Total+Central,175.7394,Virgo,25.7394,Chitra,1,N
1958-10-27 15:27,Lunar,Penumbral,10.3217,Aries,10.3217,Ashwini,4,?
1959-03-24 20:11,Lunar,Partial,160.2390,Virgo,10.2390,Hasta,1,?
1959-04-08 03:23,Solar,Annular+Central,354.2672,Pisces,24.2672,Revati,3,N
1959-09-17 01:03,Lunar,Penumbral,330.2011,Pisces,0.2011,Purva Bhadrapada,4,?
1959-10-02 12:26,Solar,Total+Central,165.2660,Virgo,15.2660,Hasta,2,N
1960-03-13 08:27,Lunar,Total,149.4938,Leo,29.4938,Uttara Phalguni,1,?
1960-03-27 07:24,Solar,Partial+Non-Central,343.3371,Pisces,13.3371,Uttara Bhadrapada,4,N
1960-09-05 11:21,Lunar,Total,319.5987,Aquarius,19.5987,Shatabhisha,4,?
1960-09-20 22:59,Solar,Partial+Non-Central,154.6540,Virgo,4.6540,Uttara Phalguni,3,N
1961-02-15 08:19,Solar,Total+Central,303.1140,Aquarius,3.1140,Dhanishta,3,N
1961-03-02 13:28,Lunar,Partial,138.3767,Leo,18.3767,Purva Phalguni,2,?
1961-08-11 10:46,Solar,Annular+Central,115.1979,Cancer,25.1979,Ashlesha,3,N
1961-08-26 03:08,Lunar,Partial,309.2765,Aquarius,9.2765,Shatabhisha,1,?
1962-02-05 00:12,Solar,Total+Central,292.3899,Capricorn,22.3899,Shravana,4,N
1962-02-19 13:03,Lunar,Penumbral,126.9757,Leo,6.9757,Magha,3,?
1962-07-17 11:54,Lunar,Penumbral,271.2144,Capricorn,1.2144,Uttara Ashadha,2,?
1962-07-31 12:24,Solar,Annular+Central,104.4802,Cancer,14.4802,Pushya,4,N
1962-08-15 19:56,Lunar,Penumbral,299.0434,Capricorn,29.0434,Dhanishta,2,?
1963-01-09 23:19,Lunar,Penumbral,85.7429,Gemini,25.7429,Punarvasu,2,?
1963-01-25 13:36,Solar,Annular+Central,281.5266,Capricorn,11.5266,Shravana,1,N
1963-07-06 22:02,Lunar,Partial,260.8176,Sagittarius,20.8176,Purva Ashadha,3,?
